Senyawa1,Senyawa2,AS
L-Phenylalanine,Kaempferol 3-glucuronide,0.14526819334511643
3' 5'-cyclic AMP,Methyl rosmarinate,0.1452089577089577
Fumaric acid,Sweroside,0.14504662004662006
Kaempferol,Spermine,0.14492335544967117
Sanguinarine,Vincristine,0.14490652204937926
alpha-Terpinene,Guanosine,0.14489082346225204
(+)-S-Carvone,Guanosine,0.14489082346225204
Guanosine,4-Terpineol,0.14489082346225204
Berberine,Spermine,0.14481690558245586
Lycopene,Punicalin,0.1447849025974026
Isoliquiritin,Punicalin,0.14477189477189478
Ferruginol,Loganin,0.1446886446886447
Punicalin,Octadecanoic acid,0.1446844821844822
alpha-Pinene,Lycopene,0.144682240836087
Oxalic acid,Peucedanin,0.14463036963036963
6-Hydroxymellein,Ellagic acid,0.14462537462537461
3' 5'-cyclic AMP,6-Hydroxymellein,0.14461580086580086
Chelerythrine,3' 5'-cyclic AMP,0.1445647375879934
Punicalin,Gallic acid,0.14452734765234765
Hirsutrin,Chelerythrine,0.14446112027507368
Lycopene,Serotonin,0.14439237233354882
"Methyl 3,4,5-trihydroxybenzoate",Vindoline,0.14438446169215396
Ferruginol,beta-Carotene,0.1443010114885115
Serotonin,L-Phenylalanine,0.1442946194077416
Ellagic acid,L-Phenylalanine,0.14427111350188274
Oxalic acid,Benzoic acid,0.14426842998271566
Quercetin,Methyl rosmarinate,0.1441672362724995
Kaempferol,Vindoline,0.1440991440991441
Loganic acid,Tetrahydroalstonine,0.14385614385614387
Tetrahydroalstonine,delta-Tocopherol,0.14378046196228014
Glycyrrhizic acid,Quercetin,0.1437345549187654
Myricetin,Tetrahydroalstonine,0.14368964368964365
Isoliquiritin,Methyl rosmarinate,0.14343989343989344
Quercetin,Isoprene,0.14343753412579327
Oxalic acid,Spermidine,0.14333814333814332
6-Hydroxymellein,Salicylic acid,0.14328653802338015
Vitamin A,Spermine,0.14325824551388458
Fisetin,Gallic acid,0.14325778388278382
Sweroside,Phaseollidin,0.14316933066933063
Sweroside,Isorhamnetin 3-O-beta-D-glucopyranoside,0.14316933066933063
Benzoic acid,3' 5'-cyclic AMP,0.1431247324104467
Fumaric acid,Vindoline,0.14309856809856808
Licuroside,Testosterone,0.14309856809856808
Quinic acid,Spermine,0.14304271579813382
Tetrahydroalstonine,Vitamin A,0.14290471433328583
Isoliquiritin,Spermidine,0.14287934287934287
Sanguinarine,Ellagic acid,0.14277436848865424
Vindoline,Citric acid,0.1425622250090335
Spermidine,Quercetin,0.14249960565750047
Vanillic acid,Vindoline,0.1424248828094982
Spermine,Citric acid,0.142381694453363
alpha-Pinene,Kaempferol 3-glucuronide,0.14237685391531546
Ellagic acid,Octadecanoic acid,0.14225374625374626
L-Phenylalanine,Vincristine,0.14214093598708988
Quercetin,Oestrone,0.14207678286625647
Tanshinone I,Ferruginol,0.14200718636202503
Ellagic acid,3' 5'-cyclic AMP,0.14197302697302708
Ferruginol,Ajmalicine,0.1419705294705295
Punicalin,3' 5'-cyclic AMP,0.14182302072927075
Chelerythrine,L-Phenylalanine,0.14181167669539763
Labiatenic acid,Oxalic acid,0.1417841417841418
N6-(delta2-Isopentenyl)adenine,Serotonin,0.14176673000202406
Hirsutrin,Ellagic acid,0.1417438561438561
Isoprene,Licuroside,0.1417428725121033
Adenosine,6-Hydroxymellein,0.14168511227334762
beta-Monoolein,Vindoline,0.14167082917082918
Oestrone,Oxalic acid,0.14166759166759163
trans-Zeatin,Sweroside,0.14155751655751658
Berberine,Licuroside,0.14143432325250507
Licuroside,Peucedanin,0.14140859140859138
Rutin,Licuroside,0.1413737777374141
beta-Carotene,Vindoline,0.14125718031968032
Sweroside,Cholesterol,0.14104645354645357
Tetrahydroalstonine,Linoleic acid,0.14071345321345322
Ferruginol,Gibberellin A3,0.140622308725757
Quercetin,Testosterone,0.14054826752195165
Chelerythrine,Sanguinarine,0.14043874176764548
alpha-Pinene,Punicalin,0.14041247214324137
L-Phenylalanine,Labiatenic acid,0.14041087118010193
Tetrahydroalstonine,Ajmalicine,0.14037629037629037
Tetrahydroalstonine,"3,4-Dihydroxybenzoic acid",0.14018437702648226
Sweroside,Gibberellin A3,0.14016586861414448
Vincristine,Lycopene,0.14014485514485514
Vindoline,Chrysoeriol,0.1401164624848836
Spermine,Chrysoeriol,0.14007183951782298
Vindoline,Oleic acid,0.14002559940059944
Myricetin,Spermine,0.14001641633220582
Riboflavin,Licuroside,0.1400147471576043
Sanguinarine,Methyl rosmarinate,0.13998699712985427
alpha-Terpinene,Spermidine,0.1399362542219685
(+)-S-Carvone,Spermidine,0.1399362542219685
4-Terpineol,Spermidine,0.13993625422196848
Tryptamine,Licuroside,0.13992983760425617
Fisetin,Octadecanoic acid,0.13991008991008988
Sweroside,Oleanolic acid,0.13977933830875006
6-Hydroxymellein,Peucedanin,0.1397685647685648
Spermine,Ajmalicine,0.13962879226037123
Cholesterol,Spermine,0.1396279159437054
L-Phenylalanine,Guanosine,0.13954314915853377
Oxalic acid,Loganic acid,0.13945313945313945
Fisetin,3' 5'-cyclic AMP,0.1394334831834832
Loganic acid,Guanosine,0.13938145188145187
Methyl rosmarinate,Vincristine,0.13932067932067932
Quercetin,Loganic acid,0.13931244194402093
Isoliquiritigenin,Vindoline,0.13925657675657674
Licuroside,Coumestrol,0.1391321856438135
Ferruginol,alpha-Tocopherol,0.1391200263151483
Spermine,Apigenin,0.1390470889829041
Gallic acid,Chelerythrine,0.13898601398601393
6-Hydroxymellein,Guanosine,0.13896520146520147
Labiatenic acid,3' 5'-cyclic AMP,0.13893398268398263
Salicylic acid,3' 5'-cyclic AMP,0.1388567572778099
Tetrahydroalstonine,Apigenin,0.13877585828805344
Spermine,trans-Zeatin,0.13874234926866505
Lycopene,Isoprene,0.13857296549604245
Guanosine,Sanguinarine,0.13854003139717422
Serotonin,Gallic acid,0.1384865134865135
Acetylursolic acid,Spermine,0.13838266996161727
alpha-Pinene,Gallic acid,0.13834722969338348
Ellagic acid,Gallic acid,0.13830794205794208
Fisetin,Chelerythrine,0.13827451618149292
Vindoline,Ajmalicine,0.13824925074925076
N6-(delta2-Isopentenyl)adenine,Caffeic acid,0.13815884969731124
Licuroside,"1,3,7-Trihydroxyxanthone",0.13814459350173633
L-Phenylalanine,Caffeic acid,0.1381355331059473
Peucedanin,Quercetin,0.13799621431200373
Chelerythrine,alpha-Pinene,0.13798366213393048
alpha-Pinene,Methyl rosmarinate,0.13790056097748404
Benzoic acid,L-Phenylalanine,0.13786396753429722
Quinic acid,Tetrahydroalstonine,0.13784254960725548
Caffeic acid,4-Terpineol,0.13774137949962129
Caffeic acid,alpha-Terpinene,0.13774137949962129
Caffeic acid,(+)-S-Carvone,0.13774137949962129
Tetrahydroalstonine,Labiatenic acid,0.13771413771413776
Coumarin,6-Hydroxymellein,0.137701479806743
Ellagic acid,4-Terpineol,0.13764521193092624
Ellagic acid,(+)-S-Carvone,0.13764521193092624
Ellagic acid,alpha-Terpinene,0.13764521193092624
Fisetin,Benzoic acid,0.13740426240426237
Cryptotanshinone,Spermine,0.13738488232415363
Loganin,Vindoline,0.1373834498834499
Chelerythrine,Punicalin,0.13735392514462286
6-Hydroxymellein,Rutin,0.1371910917365463
(-)-Jasmonic acid,Spermine,0.13716692664061084
Spermine,Protopine,0.13716692664061084
Caffeic acid,Octadecanoic acid,0.1371666794743718
Ellagic acid,Isoliquiritin,0.1371528471528472
Trigonelline,Spermine,0.13715134767766354
Guanosine,Fisetin,0.13712329337329338
Serotonin,alpha-Pinene,0.13711627738777063
Ferruginol,"3',4',7-Trihydroxyflavone",0.1371128871128871
alpha-Tocopherol,Sweroside,0.1370946127043688
Methyl rosmarinate,Octadecanoic acid,0.13700743700743703
Spermine,Oleic acid,0.13693806193806196
Tanshinone II,Vindoline,0.13688186813186817
Tetrahydroalstonine,Protopine,0.13686313686313686
Tetrahydroalstonine,(-)-Jasmonic acid,0.13686313686313686
6-Hydroxymellein,Chelerythrine,0.13652239233634583
Adenosine,Gallic acid,0.13651299680711454
Vindoline,Cryptotanshinone,0.13645969415200182
Sanguinarine,Adenosine,0.13640421203446418
N6-(delta2-Isopentenyl)adenine,Coumarin,0.13634708371550477
"Methyl 3,4,5-trihydroxybenzoate",Tetrahydroalstonine,0.13629532860302093
Octadecanoic acid,Vincristine,0.13613586413586404
Vincristine,Gallic acid,0.13601898101898102
Methyl rosmarinate,Oxalic acid,0.13595663595663596
Ferruginol,(R)-linalool,0.13593489843489842
Adenosine,Octadecanoic acid,0.1359294300470771
Octadecanoic acid,alpha-Pinene,0.1359204897666436
Chelerythrine,Isoliquiritin,0.13589898473619405
Spermine,Fumaric acid,0.1358448568974884
Punicalin,Vincristine,0.13579170829170828
Tanshinone II,Spermine,0.13577343708922665
Salicylic acid,N6-(delta2-Isopentenyl)adenine,0.13575508312350423
Hirsutrin,Adenosine,0.13573955456308395
L-Phenylalanine,Salicylic acid,0.13571583612069446
Serotonin,Octadecanoic acid,0.13568000626824156
Vindoline,Naringin,0.1356518481518482
Vindoline,Trigonelline,0.13560513560513562
Sanguinarine,Benzoic acid,0.13550168652209468
Sanguinarine,Kaempferol 3-glucuronide,0.1355014033585462
(R)-linalool,Sweroside,0.13549367299367301
L-Phenylalanine,Adenosine,0.13544976893393187
Quercetin,Coumestrol,0.13543433310875158
Tanshinone I,Sweroside,0.1353968612033128
6-Hydroxymellein,Vincristine,0.13539127539127538
Spermine,Isoliquiritigenin,0.13538216169795128
Cholesterol,Vindoline,0.13536463536463536
Guanosine,Vincristine,0.13533466533466532
4-Terpineol,Vincristine,0.13516198087626657
alpha-Terpinene,Vincristine,0.13516198087626657
Vincristine,(+)-S-Carvone,0.13516198087626657
Octadecanoic acid,Guanosine,0.13513153513153514
Labiatenic acid,Octadecanoic acid,0.1350982350982351
Sweroside,Palmitic acid,0.13495158687466383
4-Terpineol,Fisetin,0.13475809904381333
Fisetin,(+)-S-Carvone,0.13475809904381333
alpha-Terpinene,Fisetin,0.13475809904381333
Benzoic acid,Octadecanoic acid,0.13471766328909188
Ellagic acid,Lycopene,0.13459790209790207
3-O-Caffeoylquinic acid,Ferruginol,0.1345176562567867
Quercetin,Rutin,0.134474775623101
Oleanolic acid,Vindoline,0.13442439913028148
4-Terpineol,Methyl rosmarinate,0.1344132058417773
alpha-Terpinene,Methyl rosmarinate,0.1344132058417773
(+)-S-Carvone,Methyl rosmarinate,0.1344132058417773
Caffeic acid,3' 5'-cyclic AMP,0.13436443364327985
Octadecanoic acid,Salicylic acid,0.13432181853234487
Sweroside,Sucrose,0.1343202252293162
Isoliquiritin,Vincristine,0.1343190143190143
Tetrahydroalstonine,Citric acid,0.13428061300401725
Serotonin,Vincristine,0.13415525650819768
Hirsutrin,Guanosine,0.13411088911088906
L-Phenylalanine,Coumarin,0.13410476163512608
Malic acid,Licuroside,0.13408561135833863
Salicylic acid,Sanguinarine,0.13406643481831448
Sanguinarine,Serotonin,0.13401724326094072
"Methyl 3,4,5-trihydroxybenzoate",Oxalic acid,0.13397144166374933
Chelerythrine,Lycopene,0.13381966870338968
Isoferulic acid,Sweroside,0.13374125874125872
4-Terpineol,Adenosine,0.13359749494203277
(+)-S-Carvone,Adenosine,0.1335974949420327
alpha-Terpinene,Adenosine,0.1335974949420327
Salicylic acid,4-Terpineol,0.1335882162949832
Salicylic acid,(+)-S-Carvone,0.1335882162949832
alpha-Terpinene,Salicylic acid,0.1335882162949832
Folic acid,Tetrahydroalstonine,0.13358070500927646
Tryptamine,Quercetin,0.13354760294784757
Hirsutrin,Caffeic acid,0.1335280104510873
Ellagic acid,Fisetin,0.13347485847485854
L-Phenylalanine,Loganic acid,0.13345628730244113
Spermine,Liquiritin,0.13344415368706875
alpha-Tocopherol,Vindoline,0.13333922175385593
Acetylursolic acid,Tetrahydroalstonine,0.13332500832500832
Gibberellin A3,Vindoline,0.13331496090116782
beta-Carotene,Sweroside,0.13331200049950054
Thiamine,Ferruginol,0.13326759447449102
Benzoic acid,Lycopene,0.133250677893535
Oestrone,6-Hydroxymellein,0.13300033300033298
6-Hydroxymellein,Benzoic acid,0.13299399013684726
Gallic acid,Caffeic acid,0.1329595884884347
Rutin,Oxalic acid,0.1329310420219511
Chelerythrine,Vincristine,0.13290523430058312
Sanguinarine,Coumarin,0.13282123056559145
Serotonin,Punicalin,0.13281938649585712
Formononetin,Ferruginol,0.13280102250690484
Hirsutrin,Benzoic acid,0.1327834070691214
Vindoline,Vanillin,0.13277631459449643
Isoliquiritin,Adenosine,0.1327430739195445
Oxalic acid,Tryptamine,0.13273290017476064
Sanguinarine,Labiatenic acid,0.13272706129848985
Oxalic acid,Testosterone,0.13268953268953265
Labiatenic acid,Methyl rosmarinate,0.13266363266363268
Fisetin,Salicylic acid,0.1326451326451326
Sucrose,Spermine,0.13260423786739578
Ferruginol,Isorhamnetin 3-O-beta-D-glucopyranoside,0.13247169497169498
Ferruginol,Phaseollidin,0.13247169497169498
Spermine,Naringin,0.13243204164256805
3' 5'-cyclic AMP,Glycyrrhizic acid,0.13242746836496835
N6-(delta2-Isopentenyl)adenine,Quinic acid,0.13230560289383816
Tetrahydroalstonine,Vanillic acid,0.13224809378655533
Kaempferol 3-glucuronide,Isoliquiritin,0.13224275724275728
Spermine,Vanillin,0.13213740007998379
alpha-Pinene,4-Terpineol,0.1321096485931651
alpha-Pinene,(+)-S-Carvone,0.1321096485931651
alpha-Pinene,alpha-Terpinene,0.1321096485931651
2'-Hydroxygenistein,Spermine,0.131991763570711
Sanguinarine,Caffeic acid,0.13189832145876104
3' 5'-cyclic AMP,Adenosine,0.1318864958570842
Indole-3-acetic acid,Sweroside,0.13186367204224345
Glycyrrhetinic acid,Licuroside,0.13182650682650687
Coumarin,3' 5'-cyclic AMP,0.13179474034737196
Palmitic acid,Spermine,0.13161737048376723
3-O-Caffeoylquinic acid,Spermine,0.13158009039015905
Kaempferol 3-glucuronide,Ellagic acid,0.131540959040959
Guanosine,Chelerythrine,0.1315225472202216
Oxalic acid,Coumestrol,0.1314628523930849
alpha-Tocopherol,Spermine,0.13144493503928675
Coumarin,Hirsutrin,0.13144189144189136
Glycyrrhizic acid,Oxalic acid,0.13141488141488142
Malic acid,Oxalic acid,0.1313938586665859
Licuroside,Linoleic acid,0.13138944388944387
Lycopene,Salicylic acid,0.13137520374362477
Isoprene,Oxalic acid,0.13133874672336213
Licuroside,Quinic acid,0.13132945485886663
Spermidine,L-Phenylalanine,0.1313199620891929
Adenosine,N6-(delta2-Isopentenyl)adenine,0.13131313131313133
Lycopene,Labiatenic acid,0.1312923187923188
Caffeic acid,Isoliquiritin,0.13127577550654476
Vanillic acid,Oxalic acid,0.13127328511943895
Spermidine,Lycopene,0.1312187812187812
Tryptamine,6-Hydroxymellein,0.13117889862075907
Vincristine,Kaempferol 3-glucuronide,0.13115384615384618
Salicylic acid,Hirsutrin,0.1310626215889373
3-O-Caffeoylquinic acid,Sweroside,0.1309994353472614
Spermidine,Hirsutrin,0.13088245088245087
Punicalin,Ellagic acid,0.13087787212787214
Oestrone,N6-(delta2-Isopentenyl)adenine,0.13079513079513078
Vindoline,2'-Hydroxygenistein,0.13075100575100576
Coumarin,alpha-Terpinene,0.13073392772640896
(+)-S-Carvone,Coumarin,0.13073392772640896
4-Terpineol,Coumarin,0.13073392772640896
Octadecanoic acid,Coumarin,0.13069737280263602
delta-Tocopherol,Quercetin,0.13066598473297034
N6-(delta2-Isopentenyl)adenine,Testosterone,0.13061660561660565
Sweroside,Thiamine,0.13058062627028144
Sanguinarine,Glycyrrhizic acid,0.13056189841904126
4-Terpineol,Labiatenic acid,0.13053613053613056
Loganic acid,Licuroside,0.13053613053613056
alpha-Terpinene,Labiatenic acid,0.13053613053613056
Labiatenic acid,(+)-S-Carvone,0.13053613053613056
Benzoic acid,Guanosine,0.13052126444983586
Naringenin,Licuroside,0.13042771182306068
(-)-Jasmonic acid,Sweroside,0.13039738039738039
Sweroside,Protopine,0.13039738039738039
Salicylic acid,Gallic acid,0.1303937290779397
"Methyl 3,4,5-trihydroxybenzoate",Quercetin,0.1303507558568287
Oxalic acid,Glycyrrhetinic acid,0.1303335553335553
Gibberellin A3,Spermine,0.13033246245587438
Isoliquiritigenin,Tetrahydroalstonine,0.13026655883798743
Labiatenic acid,N6-(delta2-Isopentenyl)adenine,0.13024013024013026
Kaempferol 3-glucuronide,Methyl rosmarinate,0.1302031302031302
Loganin,Tetrahydroalstonine,0.13017538017538016
Adenosine,Kaempferol 3-glucuronide,0.13014926250220366
Adenosine,Lycopene,0.1301345713110419
Testosterone,Sanguinarine,0.13005446934018364
Glycyrrhizic acid,Hirsutrin,0.1300432900432901
Fisetin,Caffeic acid,0.12983811060734143
Naringenin,Oxalic acid,0.12982366470738563
Ellagic acid,alpha-Pinene,0.12979020979020978
Caffeic acid,Lycopene,0.12978367786060088
4-Terpineol,Benzoic acid,0.12975799710493585
Benzoic acid,alpha-Terpinene,0.12975799710493585
(+)-S-Carvone,Benzoic acid,0.12975799710493585
Lycopene,Glycyrrhizic acid,0.129755661005661
3' 5'-cyclic AMP,Testosterone,0.12975462037962043
L-Phenylalanine,Quinic acid,0.12973903924130167
Quercetin,"3,4-Dihydroxybenzoic acid",0.1296355998572065
trans-Zeatin,Vindoline,0.12956950456950458
Ellagic acid,Guanosine,0.12956043956043953
Fisetin,alpha-Pinene,0.12943466789620636
L-Phenylalanine,Testosterone,0.12942442173211408
Vincristine,Caffeic acid,0.12933220625528316
Adenosine,Vincristine,0.12932792697498588
Sweroside,Ajmalicine,0.12932067932067934
Ferruginol,Isoferulic acid,0.1292403248924988
6-Hydroxymellein,Glycyrrhetinic acid,0.1292332667332667
3' 5'-cyclic AMP,Oestrone,0.1292134948384949
Tetrahydroalstonine,9-Ribosyl-trans-zeatin,0.12910898625184336
Chelerythrine,Methyl rosmarinate,0.1290066522624663
Vindoline,Liquiritin,0.12899600399600403
Gallic acid,Kaempferol 3-glucuronide,0.12892576173826176
(R)-linalool,Vindoline,0.1288711288711289
Ellagic acid,Vincristine,0.12884795204795202
Oestrone,4-Terpineol,0.12882593596879316
alpha-Terpinene,Oestrone,0.12882593596879316
(+)-S-Carvone,Oestrone,0.12882593596879313
Loganic acid,Octadecanoic acid,0.1287823287823288
Spermidine,N6-(delta2-Isopentenyl)adenine,0.12876752876752875
Labiatenic acid,Licuroside,0.12872312872312874
Spermidine,Gallic acid,0.1287212787212787
Caffeic acid,Punicalin,0.1287186371320987
Quercetin,Glycyrrhetinic acid,0.12869367474630627
Ferruginol,7-Hydroxycoumarin,0.1286867894010751
Labiatenic acid,Fisetin,0.12866762866762865
Isoliquiritin,Glycyrrhizic acid,0.1286144411144411
Benzoic acid,Punicalin,0.1285961062746777
L-Phenylalanine,Tryptamine,0.12855659546178333
Licuroside,Myricetin,0.12844562844562843
Chelerythrine,Ellagic acid,0.12843807355435252
Gallic acid,Coumarin,0.12837272376746067
Serotonin,Labiatenic acid,0.12830306947954004
Fisetin,Coumarin,0.12828545723282564
Punicalin,Guanosine,0.12810626873126874
Glycyrrhizic acid,N6-(delta2-Isopentenyl)adenine,0.12806637806637808
Quercetin,Naringenin,0.12801702581384336
alpha-Pinene,Caffeic acid,0.12794306285430548
Oxalic acid,"3,4-Dihydroxybenzoic acid",0.12793347003873318
6-Hydroxymellein,Malic acid,0.12784942330396876
Riboflavin,Quercetin,0.12778387026507332
Benzoic acid,Gallic acid,0.12764913657770802
6-Hydroxymellein,Vanillic acid,0.12761170453478143
6-Hydroxymellein,"3,4-Dihydroxybenzoic acid",0.12759170653907495
Gallic acid,Glycyrrhizic acid,0.1275651431901432
Quercetin,"1,3,7-Trihydroxyxanthone",0.12754163130102972
6-Hydroxymellein,"Methyl 3,4,5-trihydroxybenzoate",0.1273897043127812
alpha-Pinene,Adenosine,0.12729804132519068
Palmitic acid,Ferruginol,0.12724775224775228
Linoleic acid,Quercetin,0.12724775224775225
Quinic acid,Oxalic acid,0.1272061272061272
Lycopene,Coumarin,0.12719079166447583
Serotonin,6-Hydroxymellein,0.12711798005915653
Fisetin,Glycyrrhizic acid,0.12709512709512705
L-Phenylalanine,Oestrone,0.12709341940111174
Tanshinone I,Vindoline,0.1270785665946956
Quercetin,Berberine,0.12702130405479686
Licuroside,"3,4-Dihydroxybenzoic acid",0.12700895595632436
Quercetin,Vanillic acid,0.1269324467705034
Sweroside,Myristicin,0.12684729064039407
9-Ribosyl-trans-zeatin,Quercetin,0.1268092809446193
Labiatenic acid,Gallic acid,0.12678640803640803
Guanosine,Kaempferol 3-glucuronide,0.1267794705294705
Punicalin,Salicylic acid,0.12672305764411027
Quercetin,Malic acid,0.12671957229373496
