Senyawa1,Senyawa2,Topology Score
Gallic acid,Octadecanoic acid,0.825958902954
"6,8-Diprenylgenistein",Tryptamine,0.82572475934
Formononetin,trans-Zeatin,0.825639620086
Myoinositol,Isolicoflavonol,0.825414698488
Betulinic acid,Glycyrrhetinic acid,0.825301662526
Coumestrol,Formononetin,0.825177819749
Naringin,Caffeic acid,0.825153156474
2'-Hydroxygenistein,Oleic acid,0.824889709719
(R)-linalool,Formononetin,0.824880076587
Oleanolic acid,Vanillic acid,0.824842881659
Coumestrol,Myoinositol,0.824649338428
Myristicin,Semilicoisoflavone B,0.824629752244
Mitraphylline,Myristicin,0.824629752244
Vanillin,Oleanolic acid,0.824572468445
Tryptamine,Thiamine,0.824499891236
Coumarin,Kaempferol,0.824307858269
Peucedanin,Thiamine,0.824139691302
Acetovanillone,Gibberellin A3,0.824125483068
Vanillin,2'-Hydroxygenistein,0.824073207765
"Methyl 3,4,5-trihydroxybenzoate",Trigonelline,0.824028578532
Glycyrrhetinic acid,Folic acid,0.823925695982
Vanillic acid,Oleic acid,0.823596179292
Coumestrol,Tanshinone I,0.823414138485
Formononetin,Uracil,0.823371087366
Vincamine,Formononetin,0.823371087366
Formononetin,Pregnenolone,0.823371087366
Peucedanin,"6,8-Diprenylgenistein",0.82320302394
Trigonelline,Glycyrol,0.823194912515
Oleanolic acid,Mitraphylline,0.822962686347
Oleanolic acid,Semilicoisoflavone B,0.822962686347
Vanillic acid,Vanillin,0.822887186239
alpha-Tocopherol,Formononetin,0.82281834729
"6,8-Diprenylgenistein",Oleic acid,0.822642657409
Scopoletin,"Methyl 3,4,5-trihydroxybenzoate",0.822641861955
Trigonelline,"3,4-Dihydroxybenzoic acid",0.822624956221
Chrysoeriol,Naringin,0.822579607737
Tanshinone II,Oleic acid,0.822452798076
"(6S,9R)-Roseoside",Glycyrrhetinic acid,0.822365172162
Mitraphylline,Quinic acid,0.822290011349
Quinic acid,Semilicoisoflavone B,0.822290011349
Naringenin,Malic acid,0.822114276608
Formononetin,Trigonelline,0.822079848309
"3,4-Dihydroxybenzoic acid",Betulinic acid,0.821594395863
Isoferulic acid,Folic acid,0.821500056142
Scopoletin,"3,4-Dihydroxybenzoic acid",0.821492204613
"1,3,7-Trihydroxyxanthone",Folic acid,0.821258344469
Scopoletin,Vanillic acid,0.821076770297
2'-Hydroxygenistein,Tanshinone I,0.821043905752
Naringenin,Chrysoeriol,0.820782371032
Formononetin,Oestrone,0.820622315524
Benzoic acid,"1,3,7-Trihydroxyxanthone",0.820221646657
"1,3,7-Trihydroxyxanthone","6,8-Diprenylgenistein",0.820076636882
Vanillin,Tanshinone I,0.820008130085
Vanillin,Indole-3-acetic acid,0.820005753572
Vitamin A,Ellagic acid,0.819834958385
Folic acid,Oleanolic acid,0.819797290309
Salicylic acid,alpha-Tocopherol,0.819778258442
Coumarin,Benzoic acid,0.819562218231
Citric acid,(R)-linalool,0.81954408014
Tanshinone I,Vanillic acid,0.819456082912
Coumestrol,Thiamine,0.81938464782
Tanshinone II,Myoinositol,0.819356922505
trans-Zeatin,Naringenin,0.819315970066
Indole-3-acetic acid,Gibberellin A3,0.81926068816
Vitamin A,Isoferulic acid,0.819140968111
Benzoic acid,Myristicin,0.819047663725
Coumestrol,Vanillin,0.818959555518
"6,8-Diprenylgenistein",Coumestrol,0.818685329056
Oleanolic acid,trans-Zeatin,0.818386519652
Trigonelline,Quinic acid,0.818365010604
"Methyl 3,4,5-trihydroxybenzoate",Chrysoeriol,0.81825969109
Scopoletin,Isoglycyrol,0.818076764321
Coumestrol,Caffeic acid,0.817963926325
Glycyrrhetinic acid,Caffeic acid,0.817891893194
Vanillin,alpha-Tocopherol,0.817545037303
Gibberellin A3,trans-Zeatin,0.817297442371
7-Hydroxycoumarin,Naringenin,0.817097444152
Testosterone,Pregnenolone,0.816920805983
Uracil,Testosterone,0.816920805983
Testosterone,Vincamine,0.816920805983
Pregnenolone,Malic acid,0.816812429057
Isoferulic acid,Vanillic acid,0.816667033892
Oleic acid,Citric acid,0.816244958956
Glycyrol,Myristicin,0.816227554203
Isoliquiritigenin,Folic acid,0.81617904958
Adenosine,"Methyl 3,4,5-trihydroxybenzoate",0.81600882298
Isoprene,beta-Monoolein,0.816005282321
Myoinositol,Betulinic acid,0.815998785086
Myricetin,Tryptamine,0.815954399969
Gibberellin A3,Formononetin,0.81573644137
Myristicin,Folic acid,0.815713416303
Oleanolic acid,Isoglycyrol,0.815703158847
Uracil,Malic acid,0.815649848061
Malic acid,Vincamine,0.815649848061
Glycyrrhetinic acid,(R)-linalool,0.815469797045
Caffeic acid,Coumarin,0.815450189948
Isoglycyrol,Myristicin,0.8153925145
Glycyrol,7-Hydroxycoumarin,0.815134447087
Myoinositol,"Methyl 3,4,5-trihydroxybenzoate",0.814964991672
2'-Hydroxygenistein,Myoinositol,0.814956947463
"Methyl 3,4,5-trihydroxybenzoate","6,8-Diprenylgenistein",0.81486800925
Formononetin,"6,8-Diprenylgenistein",0.814715921682
Myristicin,Oleic acid,0.814699791189
Oestrone,Malic acid,0.814496254929
Acetovanillone,(R)-linalool,0.814278648492
Tryptamine,trans-Zeatin,0.814109886468
Coumarin,Adenosine,0.813828240466
Coumestrol,(R)-linalool,0.813787293919
Peucedanin,Malic acid,0.813657387624
Myoinositol,Vanillic acid,0.813577336179
Glycyrol,Oleanolic acid,0.813433922762
"(6S,9R)-Roseoside",Vitamin A,0.813390982656
Tryptamine,Chrysoeriol,0.813210717246
Scopoletin,Formononetin,0.813170243395
Oestrone,Folic acid,0.813120799923
Vincamine,Coumestrol,0.812928553299
Pregnenolone,Coumestrol,0.812928553299
Uracil,Coumestrol,0.812928553299
Liquiritin,Myoinositol,0.812883824061
Oleic acid,"1,3,7-Trihydroxyxanthone",0.812810388601
Ellagic acid,Coumestrol,0.812697300256
Naringin,Salicylic acid,0.812689784354
Folic acid,Peucedanin,0.812410024649
(R)-linalool,"1,3,7-Trihydroxyxanthone",0.812401837003
Caffeic acid,Scopoletin,0.81211472289
beta-D-Glucosamine,Palmitic acid,0.811993457129
alpha-Tocopherol,Semilicoisoflavone B,0.811899219623
Gibberellin A3,Trigonelline,0.81183986359
Malic acid,Cryptotanshinone,0.811711464715
alpha-Tocopherol,Mitraphylline,0.811560590379
alpha-Tocopherol,Coumestrol,0.811560136136
alpha-Tocopherol,Indole-3-acetic acid,0.811426355635
7-Hydroxycoumarin,(R)-linalool,0.811202301248
Vanillic acid,Trigonelline,0.811052366616
Oleanolic acid,Liquiritin,0.810879535381
beta-Monoolein,beta-D-Glucosamine,0.810833897392
Apigenin,Myricetin,0.810771170427
Pregnenolone,Oleanolic acid,0.810647349577
Vincamine,Oleanolic acid,0.810647349577
Oleanolic acid,Uracil,0.810647349577
Naringenin,Scopoletin,0.810568592094
(R)-linalool,Coumarin,0.810233023041
Caffeic acid,"3,4-Dihydroxybenzoic acid",0.809845237936
Gibberellin A3,Isoglycyrol,0.809821230804
2'-Hydroxygenistein,Formononetin,0.809784589768
"3,4-Dihydroxybenzoic acid",Naringin,0.809686833344
Coumestrol,trans-Zeatin,0.809657239484
Myoinositol,Tanshinone I,0.809619299679
Thiamine,Formononetin,0.809593086597
Oleic acid,Fumaric acid,0.809320653203
Myristicin,Isoferulic acid,0.808874066717
Isoliquiritigenin,Thiamine,0.808852720483
Benzoic acid,Isoferulic acid,0.808847793529
Formononetin,Isoliquiritigenin,0.808837161778
Folic acid,Malic acid,0.808830373326
Scopoletin,Glycyrol,0.808657842848
Coumarin,Oleic acid,0.80854597596
7-Hydroxycoumarin,Coumarin,0.808470494515
Folic acid,Tanshinone I,0.80836403192
"1,3,7-Trihydroxyxanthone",Glycyrrhetinic acid,0.808287698141
(R)-linalool,Indole-3-acetic acid,0.808194026798
Semilicoisoflavone B,Indole-3-acetic acid,0.80819107359
Indole-3-acetic acid,Mitraphylline,0.80819107359
Apigenin,Vitamin A,0.808178794833
"6,8-Diprenylgenistein",Isoliquiritigenin,0.808147910722
Vanillin,Betulinic acid,0.807939034143
Cryptotanshinone,Salicylic acid,0.807888878741
Myricetin,trans-Zeatin,0.807884113689
7-Hydroxycoumarin,Quinic acid,0.807862544497
alpha-Tocopherol,Isoglycyrol,0.807847649552
Vitamin A,Citric acid,0.807624467812
Kaempferol,Ellagic acid,0.807508167746
Betulinic acid,Naringin,0.807495245214
"Methyl 3,4,5-trihydroxybenzoate",Oleic acid,0.807482999471
Myoinositol,Oleic acid,0.807381304915
Testosterone,Myoinositol,0.807237107286
Sucrose,Succinic acid,0.807169462229
Vanillin,Myoinositol,0.807110563279
Chrysoeriol,Peucedanin,0.807034479298
Licuroside,Sigmoidin B,0.806968155771
Ellagic acid,Folic acid,0.80696223582
Malic acid,Caffeic acid,0.806904255641
Myricetin,Folic acid,0.806747866022
"1,3,7-Trihydroxyxanthone",Gibberellin A3,0.806713757212
Coumestrol,Isoliquiritigenin,0.806624377714
Vanillin,Glycyrrhetinic acid,0.806611698154
7-Hydroxycoumarin,"(6S,9R)-Roseoside",0.806475322188
Caffeic acid,Oleanolic acid,0.806458080157
Acetovanillone,Vitamin A,0.806436379236
Peucedanin,Salicylic acid,0.806195683934
Glycyrrhetinic acid,Tanshinone I,0.806102414963
Betulinic acid,Citric acid,0.806035274237
Adenosine,Cryptotanshinone,0.805814047148
Scopoletin,(R)-linalool,0.805734126666
Scopoletin,"6,8-Diprenylgenistein",0.80571573188
"3,4-Dihydroxybenzoic acid",Peucedanin,0.805682150134
Vanillin,Semilicoisoflavone B,0.805647693853
Mitraphylline,Vanillin,0.805647693853
Coumestrol,Gibberellin A3,0.805609331993
Gibberellin A3,p-Coumaric acid,0.805586171776
Thiamine,Oleic acid,0.805295284597
Myristicin,"(6S,9R)-Roseoside",0.805001297258
Naringenin,Trigonelline,0.804956615163
Gibberellin A3,Glycyrrhetinic acid,0.804941412957
Coumarin,Cryptotanshinone,0.804866657916
7-Hydroxycoumarin,Peucedanin,0.804822586063
Coumarin,Gibberellin A3,0.804774235867
Apigenin,Formononetin,0.804675378014
Vitamin A,Coumestrol,0.804654589014
Folic acid,Tanshinone II,0.804357575276
Sanguinarine,Spermine,0.804280999752
"1,3,7-Trihydroxyxanthone",Caffeic acid,0.804215094145
alpha-Tocopherol,Glycyrol,0.804025029687
Tanshinone II,Vincamine,0.803747699848
Tanshinone II,Pregnenolone,0.803747699848
Tanshinone II,Uracil,0.803747699848
Folic acid,Betulinic acid,0.803735302307
Formononetin,Coumarin,0.803532905047
Myoinositol,7-Hydroxycoumarin,0.803479334643
Kaempferol,Semilicoisoflavone B,0.802813740312
Salicylic acid,Naringenin,0.802780011519
Semilicoisoflavone B,Tanshinone II,0.802729596859
Mitraphylline,Tanshinone II,0.802729596859
Caffeic acid,Liquiritin,0.802517095953
Kaempferol,Mitraphylline,0.802487771422
Gibberellin A3,Glycyrol,0.802444383301
Semilicoisoflavone B,Betulinic acid,0.801865638563
Mitraphylline,Betulinic acid,0.801865638563
"Methyl 3,4,5-trihydroxybenzoate",Coumarin,0.801668777923
Thiamine,Kaempferol,0.801657133162
Glycyrrhetinic acid,Mitraphylline,0.801251309786
Semilicoisoflavone B,Glycyrrhetinic acid,0.801251309786
(R)-linalool,Isoglycyrol,0.801186271999
"Methyl 3,4,5-trihydroxybenzoate",Formononetin,0.800900190402
Quinic acid,"(6S,9R)-Roseoside",0.800800556296
trans-Zeatin,Tanshinone I,0.800726238964
"3,4-Dihydroxybenzoic acid",Tryptamine,0.800585778113
Liquiritin,Adenosine,0.800508096367
Ajmalicine,N6-(delta2-Isopentenyl)adenine,0.800430986491
Gallic acid,Riboflavin,0.800290105788
Benzoic acid,Scopoletin,0.800102194922
Indole-3-acetic acid,Coumarin,0.799937064739
Myristicin,Peucedanin,0.799919766591
Semilicoisoflavone B,Liquiritin,0.799776612846
Liquiritin,Mitraphylline,0.799776612846
"6,8-Diprenylgenistein",(R)-linalool,0.79976967398
Vincamine,"Methyl 3,4,5-trihydroxybenzoate",0.799586331504
Uracil,"Methyl 3,4,5-trihydroxybenzoate",0.799586331504
Pregnenolone,"Methyl 3,4,5-trihydroxybenzoate",0.799586331504
2'-Hydroxygenistein,Pregnenolone,0.79957870959
Uracil,2'-Hydroxygenistein,0.79957870959
2'-Hydroxygenistein,Vincamine,0.79957870959
"Methyl 3,4,5-trihydroxybenzoate",Folic acid,0.799500382704
2'-Hydroxygenistein,Folic acid,0.799491486327
Pregnenolone,Betulinic acid,0.799376623654
Uracil,Betulinic acid,0.799376623654
Vincamine,Betulinic acid,0.799376623654
Scopoletin,Kaempferol,0.799335670374
Scopoletin,alpha-Tocopherol,0.799050097347
"3,4-Dihydroxybenzoic acid",Cryptotanshinone,0.799042211999
Semilicoisoflavone B,"Methyl 3,4,5-trihydroxybenzoate",0.798993827012
"Methyl 3,4,5-trihydroxybenzoate",Mitraphylline,0.798993827012
Semilicoisoflavone B,2'-Hydroxygenistein,0.798986984619
2'-Hydroxygenistein,Mitraphylline,0.798986984619
Oestrone,Testosterone,0.798915262484
3-O-Caffeoylquinic acid,Trigonelline,0.798737361028
Semilicoisoflavone B,Tanshinone I,0.798673020505
Tanshinone I,Mitraphylline,0.798673020505
Oleanolic acid,Trigonelline,0.798649243154
Vincamine,Liquiritin,0.798511502656
Liquiritin,Pregnenolone,0.798511502656
Uracil,Liquiritin,0.798511502656
Tryptamine,Betulinic acid,0.798511502281
Vanillic acid,Uracil,0.798271523538
Pregnenolone,Vanillic acid,0.798271523538
Vincamine,Vanillic acid,0.798271523538
Adenosine,Myoinositol,0.798256570867
Chrysoeriol,Liquiritin,0.798214238124
Vanillin,Glycyrol,0.79797513885
Folic acid,Vanillic acid,0.797965725122
Tryptamine,Ellagic acid,0.797955941273
Isoglycyrol,Coumestrol,0.79793166222
Salicylic acid,Folic acid,0.797908308293
Mitraphylline,Vanillic acid,0.797813489309
Vanillic acid,Semilicoisoflavone B,0.797813489309
Scopoletin,Vitamin A,0.797759009748
Isoliquiritigenin,Chrysoeriol,0.797657636778
Kaempferol,Liquiritin,0.79736234995
Vanillin,Fumaric acid,0.79734227453
Naringin,Tanshinone I,0.797273166935
Tryptamine,Formononetin,0.797245349475
trans-Zeatin,Tanshinone II,0.797149328833
p-Coumaric acid,(R)-linalool,0.79705228403
Semilicoisoflavone B,Fumaric acid,0.796826691804
Fumaric acid,Mitraphylline,0.796826691804
Isoferulic acid,Oleanolic acid,0.796719503093
7-Hydroxycoumarin,Gibberellin A3,0.796666445033
Betulinic acid,trans-Zeatin,0.796562931764
Isoglycyrol,Vitamin A,0.79637996749
Glycyrrhetinic acid,Oestrone,0.796312754589
Oleic acid,Uracil,0.796286378023
Vincamine,Oleic acid,0.796286378023
Pregnenolone,Oleic acid,0.796286378023
Peucedanin,Trigonelline,0.796171477352
Myristicin,Formononetin,0.796063014319
alpha-Tocopherol,Fumaric acid,0.79603336025
Vanillin,trans-Zeatin,0.796027017083
Myoinositol,Naringin,0.795887506137
"1,3,7-Trihydroxyxanthone",Citric acid,0.795775241175
"6,8-Diprenylgenistein",Liquiritin,0.795706649195
"3,4-Dihydroxybenzoic acid",Oestrone,0.795554211814
Semilicoisoflavone B,"3,4-Dihydroxybenzoic acid",0.795531010715
"3,4-Dihydroxybenzoic acid",Mitraphylline,0.795531010715
Folic acid,Liquiritin,0.795388481795
Betulinic acid,Peucedanin,0.79516717646
Vanillin,Isoglycyrol,0.795129551931
Spermine,Serotonin,0.795080089725
Malic acid,"3,4-Dihydroxybenzoic acid",0.794991112656
(R)-linalool,Naringenin,0.794906900986
Glycyrol,(R)-linalool,0.794643946195
Glycyrol,Tanshinone II,0.79433816373
Isoferulic acid,Indole-3-acetic acid,0.794331400163
Oleic acid,Linoleic acid,0.79427383455
Oestrone,Ellagic acid,0.794095381137
Myristicin,trans-Zeatin,0.79397127912
"1,3,7-Trihydroxyxanthone",Vanillic acid,0.793885143446
Oleic acid,Salicylic acid,0.793853554847
Adenosine,Thiamine,0.793651315521
Oestrone,Vitamin A,0.793588178144
Benzoic acid,Uracil,0.793478401988
Pregnenolone,Benzoic acid,0.793478401988
Benzoic acid,Vincamine,0.793478401988
Tanshinone II,Isoglycyrol,0.79347346108
Betulinic acid,Isoglycyrol,0.793432157444
alpha-Tocopherol,Naringenin,0.793289140821
Myoinositol,Isoliquiritigenin,0.793247759193
"6,8-Diprenylgenistein",7-Hydroxycoumarin,0.793223552228
"3,4-Dihydroxybenzoic acid",(R)-linalool,0.793206533156
Glycyrrhetinic acid,Kaempferol,0.793198410911
Folic acid,Indole-3-acetic acid,0.793103088751
Tanshinone II,"1,3,7-Trihydroxyxanthone",0.793070765396
trans-Zeatin,"Methyl 3,4,5-trihydroxybenzoate",0.793017963145
2'-Hydroxygenistein,trans-Zeatin,0.793010396183
Betulinic acid,Coumestrol,0.793008664779
Betulinic acid,Glycyrol,0.793005595637
Coumarin,"3,4-Dihydroxybenzoic acid",0.792962609374
Glycyrol,Glycyrrhetinic acid,0.792875839065
Testosterone,trans-Zeatin,0.792835635927
Citric acid,Kaempferol,0.792809565981
Thiamine,Cryptotanshinone,0.792782537275
Vanillic acid,Formononetin,0.792705253958
Myoinositol,Naringenin,0.792661484154
Salicylic acid,Liquiritin,0.792595067544
Uracil,Vanillin,0.79254163129
Pregnenolone,Vanillin,0.79254163129
Vincamine,Vanillin,0.79254163129
Scopoletin,Liquiritin,0.792433392318
Tryptamine,Oleanolic acid,0.792377212898
Ellagic acid,Formononetin,0.792322422982
Ellagic acid,Glycyrrhetinic acid,0.792318164239
Vitamin A,p-Coumaric acid,0.792302236685
Salicylic acid,Myoinositol,0.792120591229
Glycyrol,Liquiritin,0.792100631356
trans-Zeatin,Liquiritin,0.792074087232
Glycyrrhetinic acid,Isoglycyrol,0.791967151654
Vitamin A,"6,8-Diprenylgenistein",0.791794557062
Vanillic acid,trans-Zeatin,0.791712634688
Oleanolic acid,(R)-linalool,0.791631105914
"(6S,9R)-Roseoside",alpha-Tocopherol,0.791587535528
Gibberellin A3,Scopoletin,0.791576637791
Linoleic acid,alpha-Pinene,0.791548349747
Fumaric acid,Isoferulic acid,0.791504961676
Betulinic acid,"(6S,9R)-Roseoside",0.791315383137
Salicylic acid,Scopoletin,0.791044805946
Trigonelline,Indole-3-acetic acid,0.790903791579
Benzoic acid,p-Coumaric acid,0.79085147776
Tryptamine,Trigonelline,0.790840636255
p-Coumaric acid,"6,8-Diprenylgenistein",0.790796455306
"Methyl 3,4,5-trihydroxybenzoate",Glycyrol,0.790735756437
Ellagic acid,(R)-linalool,0.79073084161
2'-Hydroxygenistein,Glycyrol,0.790729158309
Folic acid,Vanillin,0.790702919075
Citric acid,Vincamine,0.79068062614
Citric acid,Pregnenolone,0.79068062614
Citric acid,Uracil,0.79068062614
Folic acid,p-Coumaric acid,0.790612815257
Adenosine,"3,4-Dihydroxybenzoic acid",0.790495847758
Glycyrol,Vitamin A,0.790302144818
Coumarin,Naringin,0.790201165846
Coumarin,Citric acid,0.7899543576
Folic acid,Caffeic acid,0.789846794052
Quinic acid,Folic acid,0.789747599323
Glycyrol,Vanillic acid,0.78959755539
"3,4-Dihydroxybenzoic acid",trans-Zeatin,0.789575008834
Oleanolic acid,Peucedanin,0.789542500807
"Methyl 3,4,5-trihydroxybenzoate",Isoglycyrol,0.789503570376
2'-Hydroxygenistein,Isoglycyrol,0.78949629917
Isoferulic acid,Kaempferol,0.789458646115
Tanshinone I,Vincamine,0.789432990108
Pregnenolone,Tanshinone I,0.789432990108
Tanshinone I,Uracil,0.789432990108
Adenosine,"6,8-Diprenylgenistein",0.789413697073
Ellagic acid,Malic acid,0.789388163875
Liquiritin,Isoglycyrol,0.789264486196
Vanillin,Chrysoeriol,0.788831212358
Vanillin,Naringin,0.788698992179
Tanshinone I,Tryptamine,0.788465522334
Indole-3-acetic acid,"(6S,9R)-Roseoside",0.78846344736
Testosterone,Folic acid,0.788352667056
Vanillic acid,Isoglycyrol,0.788249260858
Myoinositol,Peucedanin,0.787959342215
Testosterone,"(6S,9R)-Roseoside",0.78785873878
Tanshinone II,Oestrone,0.787814274363
Acetovanillone,Coumarin,0.787800457033
Formononetin,Mitraphylline,0.787734850561
Semilicoisoflavone B,Formononetin,0.787734850561
Thiamine,Salicylic acid,0.787622865593
Cholesterol,alpha-Pinene,0.787591145018
Vanillin,Naringenin,0.787577388993
Oleanolic acid,Naringenin,0.787558343503
Isoliquiritigenin,Coumarin,0.787546864349
Testosterone,Salicylic acid,0.787539541599
alpha-Tocopherol,Isoferulic acid,0.787500644595
Folic acid,Fumaric acid,0.787460817902
Tryptamine,Myoinositol,0.787430521415
7-Hydroxycoumarin,Fumaric acid,0.787422310391
"6,8-Diprenylgenistein",Salicylic acid,0.787340225552
Oleic acid,Naringin,0.787088004832
Ellagic acid,7-Hydroxycoumarin,0.787081741347
"Methyl 3,4,5-trihydroxybenzoate",Vanillin,0.787069498989
Apigenin,Isoliquiritigenin,0.787053405087
Kaempferol,Vanillin,0.787044238389
Chrysoeriol,Apigenin,0.786956354246
Glycyrol,"3,4-Dihydroxybenzoic acid",0.786900940309
Isoglycyrol,"3,4-Dihydroxybenzoic acid",0.786693807849
Tanshinone I,Peucedanin,0.786416011942
Isoferulic acid,Vanillin,0.786249699071
"Methyl 3,4,5-trihydroxybenzoate",Kaempferol,0.786141912767
Isoprene,Palmitic acid,0.786014673187
Riboflavin,Isoprene,0.785914546197
Naringenin,Gibberellin A3,0.785805740459
Coumarin,Chrysoeriol,0.785763390393
Gibberellin A3,"6,8-Diprenylgenistein",0.785715798469
"1,3,7-Trihydroxyxanthone",Chrysoeriol,0.785601621994
Isoglycyrol,Quinic acid,0.785572604304
Vanillin,"(6S,9R)-Roseoside",0.785543043729
Coumarin,Myoinositol,0.785514329363
Chrysoeriol,Oleic acid,0.785485090419
Thiamine,Fumaric acid,0.785179682223
Adenosine,trans-Zeatin,0.785142325617
Oleanolic acid,Coumestrol,0.785059172503
Gibberellin A3,Ellagic acid,0.784827410604
Glycyrrhizic acid,Vincristine,0.784821054268
Vitamin A,"3,4-Dihydroxybenzoic acid",0.784755210227
Kaempferol,Oestrone,0.784727919965
Oleanolic acid,"Methyl 3,4,5-trihydroxybenzoate",0.784584384751
