Senyawa1,Senyawa2,Synergy Score
2'-Hydroxygenistein,Adenosine,0.068068823
Vitamin A,Naringenin,0.068061734
Kaempferol 3-glucuronide,Ferruginol,0.068036929
Folic acid,Vitamin A,0.068007613
Isoliquiritigenin,Tryptamine,0.067987688
Naringenin,Vanillic acid,0.067975351
Ellagic acid,Quinic acid,0.067970294
Octadecanoic acid,Chrysoeriol,0.067963258
Cryptotanshinone,Salicylic acid,0.067946993
Benzoic acid,Riboflavin,0.067907611
Myricetin,Adenosine,0.067892592
Hirsutrin,Liquiritin,0.067860093
Malic acid,"Methyl 3,4,5-trihydroxybenzoate",0.067836465
Salicylic acid,Rutin,0.067831586
Sanguinarine,Apigenin,0.067827308
alpha-Tocopherol,Coumarin,0.067788319
Naringenin,Lycopene,0.067643574
Hirsutrin,Vanillic acid,0.067627214
Ellagic acid,Cryptotanshinone,0.067626743
Octadecanoic acid,Glycyrrhetinic acid,0.067615241
Myricetin,3' 5'-cyclic AMP,0.067582855
Folic acid,Naringenin,0.067556632
Ellagic acid,Apigenin,0.067488433
Rutin,Adenosine,0.06746451
Vitamin A,Spermine,0.067453279
Coumestrol,Folic acid,0.067437906
Vitamin A,Coumestrol,0.067434264
Salicylic acid,Guanosine,0.067389576
Oxalic acid,beta-Monoolein,0.067387852
Hirsutrin,Sanguinarine,0.067365204
Octadecanoic acid,"Methyl 3,4,5-trihydroxybenzoate",0.067358937
Gallic acid,Berberine,0.067340585
"1,3,7-Trihydroxyxanthone",Vitamin A,0.067307894
2'-Hydroxygenistein,Ellagic acid,0.067306495
Oestrone,Hirsutrin,0.067190689
2'-Hydroxygenistein,Caffeic acid,0.06707534
Oxalic acid,Adenosine,0.067008224
Caffeic acid,Vincristine,0.066969312
Tryptamine,Testosterone,0.066949616
Chelerythrine,Salicylic acid,0.066922242
Trigonelline,Salicylic acid,0.066874626
Cholesterol,Gallic acid,0.066854296
Naringin,Salicylic acid,0.066812566
Labiatenic acid,Sanguinarine,0.066812096
Ajmalicine,L-Phenylalanine,0.066799939
L-Phenylalanine,Naringenin,0.066796808
Punicalin,Quercetin,0.066795073
Licuroside,delta-Tocopherol,0.066792085
Cryptotanshinone,Coumarin,0.066791089
L-Phenylalanine,Punicalin,0.066741554
alpha-Tocopherol,Ferruginol,0.066740225
Punicalin,Glycyrrhetinic acid,0.066721537
Apigenin,alpha-Pinene,0.066717795
Tetrahydroalstonine,Ferruginol,0.066713739
Octadecanoic acid,Tryptamine,0.066698272
Malic acid,Vanillic acid,0.066684777
Sweroside,Adenosine,0.066671722
Tryptamine,Tanshinone II,0.066643526
Apigenin,Adenosine,0.066632923
Vanillic acid,Lycopene,0.066607569
Caffeic acid,Myricetin,0.066598035
Fisetin,Ellagic acid,0.066571884
3' 5'-cyclic AMP,Folic acid,0.066570636
Benzoic acid,Malic acid,0.066563004
Benzoic acid,Glycyrrhetinic acid,0.066549187
Coumarin,Guanosine,0.06654337
Adenosine,Naringin,0.066529478
Gibberellin A3,Benzoic acid,0.066525234
Rutin,Sanguinarine,0.066523068
Isoliquiritigenin,Oestrone,0.066513445
Salicylic acid,Sweroside,0.066502187
Citric acid,Vincristine,0.066486003
Citric acid,Coumarin,0.066473396
Coumarin,Chrysoeriol,0.066449546
Quinic acid,Coumarin,0.066427159
N6-(delta2-Isopentenyl)adenine,Coumarin,0.066392628
Peucedanin,Tanshinone II,0.066337122
Fisetin,9-Ribosyl-trans-zeatin,0.066333051
Glycyrrhetinic acid,"1,3,7-Trihydroxyxanthone",0.066304219
Gallic acid,Vindoline,0.06629438
Malic acid,Octadecanoic acid,0.066291702
Lycopene,"3,4-Dihydroxybenzoic acid",0.066264264
4-Terpineol,Vindoline,0.066262278
alpha-Terpinene,Vindoline,0.066262278
Vindoline,(+)-S-Carvone,0.066262278
Isoliquiritin,Tetrahydroalstonine,0.066259966
Coumarin,Oxalic acid,0.066254541
Coumarin,Isoliquiritigenin,0.066233764
Coumarin,2'-Hydroxygenistein,0.066233083
Peucedanin,3' 5'-cyclic AMP,0.066219075
Ferruginol,Salicylic acid,0.066175366
Tetrahydroalstonine,Licuroside,0.066173802
"1,3,7-Trihydroxyxanthone",Lycopene,0.066165761
Adenosine,Cryptotanshinone,0.066153611
Isoliquiritigenin,Salicylic acid,0.066115313
Quercetin,"3,4-Dihydroxybenzoic acid",0.066067288
Coumestrol,Tanshinone II,0.066061392
4-Terpineol,Glycyrrhetinic acid,0.066055876
Glycyrrhetinic acid,alpha-Terpinene,0.066055876
Glycyrrhetinic acid,(+)-S-Carvone,0.066055876
Ajmalicine,Guanosine,0.066053921
Kaempferol,Salicylic acid,0.066045213
Sanguinarine,Folic acid,0.06600776
Salicylic acid,Chrysoeriol,0.065987341
Vitamin A,Peucedanin,0.065980172
Spermidine,N6-(delta2-Isopentenyl)adenine,0.065978217
Trigonelline,Coumarin,0.065919918
Rutin,Peucedanin,0.065881894
Isoliquiritin,Licuroside,0.06588089
Coumestrol,L-Phenylalanine,0.065866893
Spermine,Malic acid,0.065865835
Ellagic acid,alpha-Terpinene,0.06582945
Ellagic acid,4-Terpineol,0.06582945
Ellagic acid,(+)-S-Carvone,0.06582945
Labiatenic acid,Guanosine,0.065826049
Folic acid,"1,3,7-Trihydroxyxanthone",0.065801213
Benzoic acid,trans-Zeatin,0.065799098
Ellagic acid,Liquiritin,0.065746801
Vindoline,Licuroside,0.06573764
Tryptamine,Vitamin A,0.065729575
Naringenin,Malic acid,0.065706477
Folic acid,Trigonelline,0.065675075
Ellagic acid,Loganic acid,0.065612365
Loganic acid,Adenosine,0.065608607
Testosterone,Sanguinarine,0.065546789
Loganic acid,Sanguinarine,0.065536605
6-Hydroxymellein,Testosterone,0.065526188
Benzoic acid,Chelerythrine,0.065519785
Isoprene,(+)-S-Carvone,0.065514934
Isoprene,alpha-Terpinene,0.065514934
4-Terpineol,Isoprene,0.065514934
Sweroside,Ellagic acid,0.065475292
Hirsutrin,Kaempferol 3-glucuronide,0.065470832
Caffeic acid,Fisetin,0.065435082
Salicylic acid,Methyl rosmarinate,0.065420088
Lycopene,Vitamin A,0.065404905
Sanguinarine,Kaempferol 3-glucuronide,0.065369942
Riboflavin,6-Hydroxymellein,0.065305133
"3,4-Dihydroxybenzoic acid",Testosterone,0.065267498
Liquiritin,Caffeic acid,0.065260344
Gallic acid,Naringenin,0.065247621
Ellagic acid,Rutin,0.06520283
delta-Tocopherol,Quercetin,0.065190155
Oleic acid,Salicylic acid,0.065174616
Oxalic acid,Linoleic acid,0.065129195
Vanillic acid,"1,3,7-Trihydroxyxanthone",0.065126148
Ellagic acid,Naringin,0.065116486
Citric acid,Salicylic acid,0.065105698
Kaempferol,Vitamin A,0.065101444
Oestrone,Guanosine,0.065075924
Adenosine,Chrysoeriol,0.065005654
Riboflavin,Ellagic acid,0.064991077
Chelerythrine,Serotonin,0.064988566
Ellagic acid,Oleic acid,0.06496379
Coumarin,Oleic acid,0.064957034
Peucedanin,Cryptotanshinone,0.064927294
Caffeic acid,Labiatenic acid,0.064917211
alpha-Tocopherol,Salicylic acid,0.064902437
Caffeic acid,Tetrahydroalstonine,0.064881006
3' 5'-cyclic AMP,Testosterone,0.06485338
Tryptamine,Myricetin,0.064836219
Caffeic acid,Oleanolic acid,0.064835426
Hirsutrin,Chelerythrine,0.064832494
Trigonelline,Oestrone,0.064827418
Salicylic acid,(+)-S-Carvone,0.064826936
Salicylic acid,4-Terpineol,0.064826936
Salicylic acid,alpha-Terpinene,0.064826936
Fisetin,Coumarin,0.064807478
4-Terpineol,Adenosine,0.064800109
Adenosine,(+)-S-Carvone,0.064800109
Adenosine,alpha-Terpinene,0.064800109
Punicalin,Oestrone,0.064794465
Vanillic acid,Tanshinone II,0.064738429
3' 5'-cyclic AMP,Sweroside,0.064724513
Coumestrol,alpha-Pinene,0.064665491
Glycyrrhizic acid,alpha-Terpinene,0.064661717
Glycyrrhizic acid,(+)-S-Carvone,0.064661717
Glycyrrhizic acid,4-Terpineol,0.064661717
Chelerythrine,Tryptamine,0.064639138
Guanosine,Adenosine,0.06463168
Berberine,Guanosine,0.064627743
Vanillic acid,Octadecanoic acid,0.064620167
Kaempferol,L-Phenylalanine,0.064613571
Tanshinone II,Glycyrrhetinic acid,0.064592598
Folic acid,Lycopene,0.064567108
Quinic acid,Benzoic acid,0.064554519
Isoliquiritin,Hirsutrin,0.064526571
Sweroside,Glycyrrhizic acid,0.064512529
Vitamin A,3' 5'-cyclic AMP,0.064495317
beta-Carotene,Spermine,0.06445986
Linoleic acid,Isoprene,0.064456831
Adenosine,Serotonin,0.064406999
Trigonelline,Vitamin A,0.064388039
Chrysoeriol,Coumestrol,0.064373042
Apigenin,Benzoic acid,0.064364196
2'-Hydroxygenistein,Tryptamine,0.064362285
Fisetin,Gallic acid,0.064307552
Myricetin,Ellagic acid,0.064301152
"1,3,7-Trihydroxyxanthone","Methyl 3,4,5-trihydroxybenzoate",0.064281393
Kaempferol,Adenosine,0.064279574
Adenosine,Liquiritin,0.064270983
"Methyl 3,4,5-trihydroxybenzoate",Tanshinone II,0.064267451
2'-Hydroxygenistein,Peucedanin,0.064256061
Testosterone,N6-(delta2-Isopentenyl)adenine,0.064248098
Fumaric acid,alpha-Pinene,0.064242119
"1,3,7-Trihydroxyxanthone","3,4-Dihydroxybenzoic acid",0.064239168
Quercetin,Linoleic acid,0.064193773
delta-Tocopherol,Hirsutrin,0.064180452
Chelerythrine,Spermidine,0.064175448
Fisetin,Spermidine,0.064167013
Isoferulic acid,Benzoic acid,0.064147984
"Methyl 3,4,5-trihydroxybenzoate",Hirsutrin,0.064134985
Ellagic acid,alpha-Tocopherol,0.064132757
Salicylic acid,Tetrahydroalstonine,0.064122384
Gallic acid,Coumestrol,0.064091721
Lycopene,Glycyrrhetinic acid,0.06407634
Coumestrol,2'-Hydroxygenistein,0.064054046
Ajmalicine,Sanguinarine,0.064036788
Vindoline,alpha-Pinene,0.064021735
Fumaric acid,Octadecanoic acid,0.064007413
Liquiritin,Licuroside,0.064003142
Peucedanin,Testosterone,0.063996937
Vanillin,Peucedanin,0.063996498
Kaempferol,Spermine,0.063989935
Quinic acid,Peucedanin,0.063966828
"1,3,7-Trihydroxyxanthone",Apigenin,0.063954939
Kaempferol,Gallic acid,0.063944626
Naringin,Coumarin,0.063943045
Apigenin,Coumarin,0.063899112
Labiatenic acid,Adenosine,0.063885703
Chrysoeriol,Quercetin,0.063866676
Glycyrrhizic acid,Methyl rosmarinate,0.063864328
N6-(delta2-Isopentenyl)adenine,Glycyrrhizic acid,0.063858826
Ellagic acid,Fumaric acid,0.063815747
Chrysoeriol,Caffeic acid,0.063760265
Adenosine,Spermidine,0.063745972
Oleic acid,Adenosine,0.063738966
Sweroside,beta-Monoolein,0.063723616
Spermine,"Methyl 3,4,5-trihydroxybenzoate",0.06371914
Coumarin,Methyl rosmarinate,0.06370469
Testosterone,alpha-Tocopherol,0.063663748
Benzoic acid,(R)-linalool,0.063659699
Punicalin,Oxalic acid,0.063649175
Salicylic acid,Glycyrrhizic acid,0.063622733
"1,3,7-Trihydroxyxanthone",Hirsutrin,0.063620343
Testosterone,"Methyl 3,4,5-trihydroxybenzoate",0.063562272
Sanguinarine,Naringenin,0.063552224
Salicylic acid,Liquiritin,0.063524848
9-Ribosyl-trans-zeatin,Sanguinarine,0.0635242
trans-Zeatin,Ellagic acid,0.063522411
Quinic acid,Oestrone,0.063498945
Testosterone,Fumaric acid,0.063422194
Glycyrrhetinic acid,Folic acid,0.063409472
4-Terpineol,Coumarin,0.063379529
Coumarin,(+)-S-Carvone,0.063379529
Coumarin,alpha-Terpinene,0.063379529
Caffeic acid,trans-Zeatin,0.063353045
Benzoic acid,Oxalic acid,0.063347717
Sanguinarine,Coumestrol,0.063301372
Gallic acid,Chelerythrine,0.063300198
7-Hydroxycoumarin,Ferruginol,0.0632921
Folic acid,Quinic acid,0.063218792
Gallic acid,Tetrahydroalstonine,0.063208399
Folic acid,Malic acid,0.063201514
Tanshinone II,Quercetin,0.063184414
Trigonelline,Tryptamine,0.063172064
Spermine,Linoleic acid,0.063165686
"3,4-Dihydroxybenzoic acid",Malic acid,0.063122505
Riboflavin,Coumarin,0.063116394
Malic acid,Hirsutrin,0.063115315
Octadecanoic acid,Palmitic acid,0.063114983
Malic acid,3' 5'-cyclic AMP,0.063089836
Apigenin,Caffeic acid,0.063067957
Fisetin,Adenosine,0.063056074
Punicalin,Cryptotanshinone,0.063050877
Ellagic acid,Gibberellin A3,0.063031139
alpha-Terpinene,Rutin,0.063026358
Rutin,4-Terpineol,0.063026358
(+)-S-Carvone,Rutin,0.063026358
Tryptamine,Naringin,0.063025415
Peucedanin,Trigonelline,0.063003361
"3,4-Dihydroxybenzoic acid",Folic acid,0.062998551
alpha-Pinene,Adenosine,0.06296974
Oestrone,Apigenin,0.062931876
Glycyrrhizic acid,Spermine,0.062910178
L-Phenylalanine,Apigenin,0.062902275
Ferruginol,Cryptotanshinone,0.062892131
Kaempferol,Caffeic acid,0.062890809
Spermine,trans-Zeatin,0.062852332
Gallic acid,Serotonin,0.062845694
Naringin,Hirsutrin,0.062827104
Tryptamine,Cryptotanshinone,0.062808559
Peucedanin,Naringin,0.06274076
Benzoic acid,Vanillin,0.062727236
Quercetin,Cryptotanshinone,0.062706064
Myricetin,Benzoic acid,0.062705419
Isoliquiritigenin,Peucedanin,0.06269093
Naringenin,Isoliquiritigenin,0.062660069
Salicylic acid,Quinic acid,0.062649851
Tanshinone II,Punicalin,0.062640934
Cryptotanshinone,Coumestrol,0.062617026
Folic acid,"Methyl 3,4,5-trihydroxybenzoate",0.06261236
Sanguinarine,Isoliquiritigenin,0.062595167
Testosterone,Trigonelline,0.062549469
Oxalic acid,Rutin,0.062541536
Coumarin,Tetrahydroalstonine,0.062536652
Ferruginol,Tryptamine,0.06253059
Ellagic acid,Citric acid,0.062527385
Guanosine,Peucedanin,0.062500446
Lycopene,Sucrose,0.062500204
Salicylic acid,Vindoline,0.062489977
Punicalin,Chrysoeriol,0.062488702
Isoliquiritigenin,"1,3,7-Trihydroxyxanthone",0.062482927
Naringenin,3' 5'-cyclic AMP,0.062456358
Malic acid,Testosterone,0.06245113
Sweroside,Labiatenic acid,0.0624359
Kaempferol,Lycopene,0.062425076
Naringin,Coumestrol,0.062409699
alpha-Pinene,Kaempferol,0.062407895
Oestrone,Kaempferol,0.062386756
"3,4-Dihydroxybenzoic acid",Naringenin,0.062351711
Trigonelline,"3,4-Dihydroxybenzoic acid",0.062346505
Oestrone,alpha-Tocopherol,0.062341332
alpha-Tocopherol,Vincristine,0.062326455
"Methyl 3,4,5-trihydroxybenzoate",Trigonelline,0.062289207
Glycyrrhetinic acid,Testosterone,0.062284403
Coumestrol,Rutin,0.062253408
Spermine,Rutin,0.062232147
Tryptamine,Quinic acid,0.062205606
Vanillic acid,Spermine,0.06219401
2'-Hydroxygenistein,Glycyrrhetinic acid,0.062187945
"1,3,7-Trihydroxyxanthone",Kaempferol,0.062184767
Vindoline,Cryptotanshinone,0.062179949
Vitamin A,6-Hydroxymellein,0.062124865
2'-Hydroxygenistein,Vanillic acid,0.062123099
N6-(delta2-Isopentenyl)adenine,Gallic acid,0.06212125
Isorhamnetin 3-O-beta-D-glucopyranoside,9-Ribosyl-trans-zeatin,0.062104562
Vincristine,Coumestrol,0.062071822
Oleic acid,Caffeic acid,0.06204955
Chelerythrine,"1,3,7-Trihydroxyxanthone",0.06203885
Quercetin,Citric acid,0.062030217
Folic acid,Vanillic acid,0.062020298
Sweroside,Oleic acid,0.062007232
Oestrone,Oxalic acid,0.061981967
Punicalin,Oleic acid,0.061981116
Octadecanoic acid,Gibberellin A3,0.061947864
Ellagic acid,Berberine,0.061946425
trans-Zeatin,Salicylic acid,0.06193266
Vincristine,Berberine,0.061925341
Vanillic acid,Testosterone,0.061907939
Oxalic acid,Vindoline,0.061885948
3' 5'-cyclic AMP,Coumestrol,0.061881377
alpha-Pinene,Salicylic acid,0.061870879
Adenosine,trans-Zeatin,0.061834408
Oestrone,Myricetin,0.06179639
"Methyl 3,4,5-trihydroxybenzoate",Vitamin A,0.061782564
Testosterone,Riboflavin,0.061773148
Tanshinone II,Lycopene,0.061738129
Chrysoeriol,Tryptamine,0.061729345
L-Phenylalanine,Tryptamine,0.061719636
Oxalic acid,Glycyrrhetinic acid,0.061718918
Malic acid,"1,3,7-Trihydroxyxanthone",0.061718483
2'-Hydroxygenistein,"Methyl 3,4,5-trihydroxybenzoate",0.061717974
Liquiritin,Coumarin,0.06170595
Quercetin,Labiatenic acid,0.061697057
Naringenin,Kaempferol,0.061680527
alpha-Terpinene,Benzoic acid,0.061654224
Benzoic acid,4-Terpineol,0.061654224
Benzoic acid,(+)-S-Carvone,0.061654224
Chelerythrine,Berberine,0.061603621
Guanosine,N6-(delta2-Isopentenyl)adenine,0.061598102
Chrysoeriol,Lycopene,0.06158893
Quercetin,2'-Hydroxygenistein,0.061566192
Chrysoeriol,Peucedanin,0.061565074
Guanosine,Trigonelline,0.061486798
Chelerythrine,L-Phenylalanine,0.061483576
Cryptotanshinone,Vanillic acid,0.061467133
Caffeic acid,Vanillin,0.061457385
Loganic acid,Serotonin,0.061450263
Vanillin,Salicylic acid,0.061447964
Hirsutrin,Tanshinone II,0.061405555
Glycyrrhetinic acid,Cryptotanshinone,0.061402203
(R)-linalool,Ellagic acid,0.061388414
Loganic acid,Chelerythrine,0.061364364
Fisetin,Punicalin,0.06134948
Caffeic acid,Loganic acid,0.061311386
Spermine,Loganin,0.061305948
6-Hydroxymellein,Acetovanillone,0.061298791
Vitamin A,Fumaric acid,0.061282808
Benzoic acid,Oleic acid,0.061275587
Glycyrrhetinic acid,Vitamin A,0.061270085
9-Ribosyl-trans-zeatin,Hirsutrin,0.061264247
Lycopene,Isoliquiritigenin,0.061261866
alpha-Terpinene,Oestrone,0.061250465
Oestrone,4-Terpineol,0.061250465
(+)-S-Carvone,Oestrone,0.061250465
Tanshinone II,Oestrone,0.061243181
Vitamin A,Sanguinarine,0.061222435
Oxalic acid,Labiatenic acid,0.061205043
Testosterone,Chelerythrine,0.061200704
Fumaric acid,Gallic acid,0.061197229
Chrysoeriol,Hirsutrin,0.061181828
"Methyl 3,4,5-trihydroxybenzoate",Cryptotanshinone,0.061161607
Naringin,Vanillic acid,0.061145171
6-Hydroxymellein,Isoprene,0.061082218
Cryptotanshinone,Lycopene,0.061069032
Citric acid,Octadecanoic acid,0.06106345
Punicalin,"Methyl 3,4,5-trihydroxybenzoate",0.061059988
Sanguinarine,Isoliquiritin,0.061037575
"3,4-Dihydroxybenzoic acid",Vitamin A,0.061035992
Caffeic acid,Methyl rosmarinate,0.061031667
Naringin,Glycyrrhetinic acid,0.061014719
Coumestrol,Oleic acid,0.060993507
Tanshinone I,Caffeic acid,0.060992308
Hirsutrin,"3,4-Dihydroxybenzoic acid",0.060979374
Testosterone,Methyl rosmarinate,0.060974727
Glycyrrhizic acid,Benzoic acid,0.060962878
Coumarin,trans-Zeatin,0.060949291
Vitamin A,Gibberellin A3,0.060935463
Quercetin,Liquiritin,0.060928423
Myricetin,Salicylic acid,0.060917352
Serotonin,L-Phenylalanine,0.060911049
Coumarin,Glycyrrhizic acid,0.060893024
"3,4-Dihydroxybenzoic acid",Tanshinone II,0.060842945
Glycyrrhetinic acid,Spermine,0.0607992
Naringenin,alpha-Pinene,0.060774858
3' 5'-cyclic AMP,Glycyrrhetinic acid,0.060761433
Glycyrrhetinic acid,Rutin,0.060744713
Naringenin,Liquiritin,0.060737081
Caffeic acid,Serotonin,0.060733775
Tanshinone II,Naringenin,0.060733524
Liquiritin,Peucedanin,0.060733187
Spermidine,Guanosine,0.060730303
Coumestrol,Kaempferol,0.06071251
trans-Zeatin,Testosterone,0.060672739
Fisetin,Tetrahydroalstonine,0.060657411
Coumarin,Fumaric acid,0.060653906
Coumestrol,Isoliquiritigenin,0.060649671
Testosterone,Apigenin,0.060642899
Gallic acid,Peucedanin,0.060629355
Caffeic acid,Spermidine,0.060607799
Naringin,Punicalin,0.060605293
Cryptotanshinone,Naringenin,0.060565499
Glycyrrhetinic acid,Sweroside,0.060562729
Spermidine,Loganic acid,0.060550244
alpha-Pinene,Gibberellin A3,0.06055021
Tryptamine,Apigenin,0.060523844
Tryptamine,Liquiritin,0.060518551
Glycyrrhizic acid,Spermidine,0.060513648
Citric acid,Spermine,0.060512287
Myricetin,Coumarin,0.060508976
Spermine,Trigonelline,0.060497142
Lycopene,Apigenin,0.060489582
"Methyl 3,4,5-trihydroxybenzoate",Naringin,0.060485578
Naringenin,Trigonelline,0.060472819
Serotonin,Spermidine,0.06046519
Quercetin,Trigonelline,0.060448256
Oestrone,Citric acid,0.060432756
Linoleic acid,Ellagic acid,0.060424587
Testosterone,Gibberellin A3,0.060420117
Rutin,Labiatenic acid,0.060361598
Spermidine,Gallic acid,0.060357305
Lycopene,Palmitic acid,0.060323852
Oxalic acid,Riboflavin,0.060315421
Quinic acid,Testosterone,0.06028671
Naringin,Lycopene,0.060256834
Tryptamine,Guanosine,0.060241332
Labiatenic acid,Acetylursolic acid,0.060231419
Lycopene,Spermidine,0.060223456
Oleanolic acid,Punicalin,0.060193693
Ellagic acid,Myristicin,0.060188267
Chelerythrine,Peucedanin,0.060137753
2'-Hydroxygenistein,Punicalin,0.060121011
"Methyl 3,4,5-trihydroxybenzoate",Isoliquiritigenin,0.060110113
N6-(delta2-Isopentenyl)adenine,Tryptamine,0.060104098
"3,4-Dihydroxybenzoic acid",Gallic acid,0.060092667
Naringin,Quercetin,0.060078272
Isoprene,Glycyrrhizic acid,0.060070255
Vitamin A,Vanillic acid,0.060055952
Folic acid,Myricetin,0.060011971
6-Hydroxymellein,"1,3,7-Trihydroxyxanthone",0.059978896
Sweroside,Riboflavin,0.059955932
Chrysoeriol,Glycyrrhetinic acid,0.05995131
Vindoline,Benzoic acid,0.059936388
Naringenin,Chrysoeriol,0.059905932
Gibberellin A3,Coumarin,0.059878519
Oxalic acid,Coumestrol,0.059863117
Ferruginol,Glycyrrhetinic acid,0.059859139
Gallic acid,Oleic acid,0.059857585
Sweroside,Benzoic acid,0.059847774
Vitamin A,Apigenin,0.059813563
Coumestrol,Liquiritin,0.059807344
Glycyrrhetinic acid,Isoliquiritigenin,0.059798992
Liquiritin,"Methyl 3,4,5-trihydroxybenzoate",0.059781202
Malic acid,Vitamin A,0.059778825
Naringenin,Naringin,0.059767307
delta-Tocopherol,Sanguinarine,0.059762213
trans-Zeatin,Trigonelline,0.059751576
Oestrone,Sweroside,0.059711225
Loganic acid,Gallic acid,0.059706914
Vanillin,Adenosine,0.059706666
Chrysoeriol,Vanillic acid,0.059706412
Lycopene,Myricetin,0.059698233
Salicylic acid,Isoferulic acid,0.05969594
Quercetin,Riboflavin,0.059670332
Lycopene,Cholesterol,0.059658615
Oxalic acid,Malic acid,0.059655053
Oestrone,Tetrahydroalstonine,0.059651684
Salicylic acid,Apigenin,0.059635522
Octadecanoic acid,(R)-linalool,0.059635164
Labiatenic acid,Oestrone,0.05963187
Vanillin,Punicalin,0.059624599
Isoferulic acid,Caffeic acid,0.059616971
Rutin,Tryptamine,0.059560091
Oleanolic acid,Salicylic acid,0.059548158
Acetylursolic acid,Hirsutrin,0.059532952
(R)-linalool,Vitamin A,0.059521497
"3,4-Dihydroxybenzoic acid",Oxalic acid,0.059508284
Oestrone,Chrysoeriol,0.059478582
Trigonelline,Vanillic acid,0.059433145
Gallic acid,Citric acid,0.059405721
Lycopene,Liquiritin,0.059387829
Tryptamine,Fisetin,0.059368196
Citric acid,Lycopene,0.059348272
2'-Hydroxygenistein,Lycopene,0.059337814
Naringenin,Quinic acid,0.059319118
Oestrone,Fisetin,0.059275805
Quercetin,alpha-Tocopherol,0.059258244
Labiatenic acid,"1,3,7-Trihydroxyxanthone",0.059258181
Chrysoeriol,"Methyl 3,4,5-trihydroxybenzoate",0.059251877
Spermidine,L-Phenylalanine,0.05921872
Sweroside,Coumestrol,0.059216568
3' 5'-cyclic AMP,"Methyl 3,4,5-trihydroxybenzoate",0.059190265
Benzoic acid,Tanshinone II,0.059175053
2'-Hydroxygenistein,Oestrone,0.05917044
Coumestrol,Trigonelline,0.059168736
Hirsutrin,2'-Hydroxygenistein,0.059144256
Coumarin,Loganic acid,0.059132476
2'-Hydroxygenistein,Naringenin,0.05912384
Hirsutrin,Spermine,0.059094797
Tryptamine,trans-Zeatin,0.059084841
4-Terpineol,Labiatenic acid,0.059080442
Labiatenic acid,alpha-Terpinene,0.059080442
(+)-S-Carvone,Labiatenic acid,0.059080442
Coumarin,Berberine,0.05904974
